journal_name,category,if_2023,if_2022,涨跌分值
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,"CHEMISTRY, APPLIED - SCIE(Q2); FOOD SCIENCE & TECHNOLOGY - SCIE(Q3)",2.3,2.64,-0.338
PHARMACOGENOMICS,PHARMACOLOGY & PHARMACY - SCIE(Q3),2.1,2.64,-0.538
JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,"METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3); ENGINEERING, ENVIRONMENTAL - SCIE(Q4)",2.7,2.64,0.064
Teacher Education and Special Education,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2),#N/A,2.64,#N/A
Journal of Chinese Political Science,AREA STUDIES - SSCI(Q1); POLITICAL SCIENCE - SSCI(Q2),#N/A,2.64,#N/A
INTERNATIONAL JOURNAL OF FRACTURE,"MECHANICS - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",2.5,2.64,-0.135
International Journal of Computers Communications & Control,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3); AUTOMATION & CONTROL SYSTEMS - SCIE(Q3)",2.7,2.64,0.065
BMC Family Practice,"PRIMARY HEALTH CARE - SCIE(Q2); MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",2.9,2.63,0.266
Environment and Planning C-Politics and Space,GEOGRAPHY - SSCI(Q2); PUBLIC ADMINISTRATION - SSCI(Q3); REGIONAL & URBAN PLANNING - SSCI(Q3); ENVIRONMENTAL STUDIES - SSCI(Q3),#N/A,2.63,#N/A
EDUCATIONAL TECHNOLOGY & SOCIETY,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2),#N/A,2.63,#N/A
JOURNAL OF VIBRATION AND CONTROL,"ACOUSTICS - SCIE(Q2); MECHANICS - SCIE(Q2); ENGINEERING, MECHANICAL - SCIE(Q2)",2.8,2.63,0.167
UROLOGY,UROLOGY & NEPHROLOGY - SCIE(Q3),2.1,2.63,-0.533
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3)",2.6,2.63,-0.033
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURGERY - SCIE(Q2),2.5,2.63,-0.132
American Journal of Alzheimers Disease and Other Dementias,CLINICAL NEUROLOGY - SCIE(Q3); GERIATRICS & GERONTOLOGY - SCIE(Q4),3.4,2.63,0.768
Population Space and Place,GEOGRAPHY - SSCI(Q2); DEMOGRAPHY - SSCI(Q3),#N/A,2.63,#N/A
ACM Transactions on Intelligent Systems and Technology,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",5,10.49,-5.489
Infectious Diseases of Poverty,PARASITOLOGY - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q1); TROPICAL MEDICINE - SCIE(Q1),8.1,10.49,-2.385
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,PSYCHIATRY - SSCI(Q1),#N/A,10.46,#N/A
DIABETOLOGIA,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),8.2,10.46,-2.26
Circulation-Heart Failure,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),9.7,10.45,-0.747
MATRIX BIOLOGY,CELL BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),6.9,10.45,-3.547
International Journal of Hospitality Management,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",#N/A,10.43,#N/A
Inflammation and Regeneration,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); IMMUNOLOGY - SCIE(Q1)",8.1,10.43,-2.326
EUROPEAN UROLOGY SUPPLEMENTS,UROLOGY & NEPHROLOGY - SCIE(Q1),#N/A,10.42,#N/A
THROMBOSIS RESEARCH,HEMATOLOGY - SCIE(Q1); PERIPHERAL VASCULAR DISEASE - SCIE(Q1),7.5,10.41,-2.907
Reviews in Fisheries Science & Aquaculture,FISHERIES - SCIE(Q1),11.5,10.41,1.095
Globalization and Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",10.8,10.4,0.399
GASTROINTESTINAL ENDOSCOPY,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),7.7,10.4,-2.696
ACS Applied Materials & Interfaces,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",9.5,10.38,-0.883
Science China-Life Sciences,BIOLOGY - SCIE(Q1),9.1,10.37,-1.272
PHARMACOLOGICAL RESEARCH,PHARMACOLOGY & PHARMACY - SCIE(Q1),9.3,10.33,-1.034
PROGRESS IN QUANTUM ELECTRONICS,"QUANTUM SCIENCE & TECHNOLOGY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); OPTICS - SCIE(Q1)",11.7,10.33,1.367
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,"ENGINEERING, MANUFACTURING - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q1)",14,10.33,3.669
INFORMATION & MANAGEMENT,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); MANAGEMENT - SSCI(Q1); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1)",9.9,10.33,-0.428
NEW PHYTOLOGIST,PLANT SCIENCES - SCIE(Q1),9.4,10.32,-0.923
JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",10.9,10.32,0.581
Annals of Intensive Care,CRITICAL CARE MEDICINE - SCIE(Q1),8.1,10.32,-2.218
IEEE NETWORK,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); TELECOMMUNICATIONS - SCIE(Q1)",9.3,10.29,-0.994
CURRENT OPINION IN BIOTECHNOLOGY,BIOCHEMICAL RESEARCH METHODS - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),7.7,10.28,-2.579
IEEE Transactions on Smart Grid,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",9.6,10.28,-0.675
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,MICROBIOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q1),7.4,10.27,-2.873
Nano Research,"NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",9.9,10.27,-0.369
Swarm and Evolutionary Computation,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",10,10.27,-0.267
CHEST,CRITICAL CARE MEDICINE - SCIE(Q1); RESPIRATORY SYSTEM - SCIE(Q1),9.6,10.26,-0.662
IEEE Internet of Things Journal,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); TELECOMMUNICATIONS - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",10.6,10.24,0.362
Journal of Environmental Informatics,ENVIRONMENTAL SCIENCES - SCIE(Q1),7,10.22,-3.22
Educational Research Review,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),#N/A,10.21,#N/A
CLINICAL IMMUNOLOGY,IMMUNOLOGY - SCIE(Q1),8.6,10.19,-1.59
TRANSPORT REVIEWS,TRANSPORTATION - SSCI(Q1),#N/A,10.19,#N/A
Molecular Therapy-Nucleic Acids,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",8.8,10.18,-1.383
Journal of Research in Interactive Marketing,BUSINESS - SSCI(Q1),#N/A,10.18,#N/A
PSYCHOLOGICAL SCIENCE,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",#N/A,10.17,#N/A
Translational Research,"MEDICAL LABORATORY TECHNOLOGY - SCIE(Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",7.8,10.17,-2.371
STROKE,PERIPHERAL VASCULAR DISEASE - SCIE(Q1); CLINICAL NEUROLOGY - SCIE(Q1),8.3,10.17,-1.87
Science China-Chemistry,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",9.6,10.14,-0.538
Advances in Polymer Science,POLYMER SCIENCE - SCIE(Q1),#N/A,10.13,#N/A
Policy and Society,PUBLIC ADMINISTRATION - SSCI(Q1); POLITICAL SCIENCE - SSCI(Q1),#N/A,10.1,#N/A
ANTIVIRAL RESEARCH,PHARMACOLOGY & PHARMACY - SCIE(Q1); VIROLOGY - SCIE(Q1),7.6,10.1,-2.503
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"ENGINEERING, MANUFACTURING - SCIE(Q1); ROBOTICS - SCIE(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1)",10.4,10.1,0.297
npj Precision Oncology,ONCOLOGY - SCIE(Q1),7.9,10.09,-2.192
JOURNAL OF ORGANIZATIONAL BEHAVIOR,"MANAGEMENT - SSCI(Q1); PSYCHOLOGY, APPLIED - SSCI(Q1); BUSINESS - SSCI(Q1)",#N/A,10.08,#N/A
Wiley Interdisciplinary Reviews-Climate Change,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),9.2,10.07,-0.872
Conservation Letters,BIODIVERSITY CONSERVATION - SCIE(Q1),8.5,10.07,-1.568
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,"ENGINEERING, CIVIL - SCIE(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1)",9.6,10.07,-0.466
INVESTIGATIVE RADIOLOGY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",6.7,10.07,-3.365
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",9.1,10.06,-0.957
JOURNAL OF SERVICE RESEARCH,BUSINESS - SSCI(Q1),#N/A,10.05,#N/A
Advanced Optical Materials,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); OPTICS - SCIE(Q1)",9,10.05,-1.05
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1); TRANSPORTATION - SSCI(Q1); ECONOMICS - SSCI(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q1); ENGINEERING, CIVIL - SCIE(Q1)",10.6,10.05,0.553
Nano Convergence,"PHYSICS, APPLIED - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",11.7,10.04,1.662
International Journal of Extreme Manufacturing,"ENGINEERING, MANUFACTURING - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",14.7,10.04,4.664
Annual Review of Sociology,SOCIOLOGY - SSCI(Q1),#N/A,10.03,#N/A
Journal of Crohns & Colitis,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),8,10.02,-2.02
Energy Strategy Reviews,ENERGY & FUELS - SCIE(Q1),8.2,10.01,-1.81
EUROPEAN JOURNAL OF CANCER,ONCOLOGY - SCIE(Q1),8.4,10,-1.602
Cell Reports,CELL BIOLOGY - SCIE(Q1),8.8,10,-1.195
ENTREPRENEURSHIP THEORY AND PRACTICE,BUSINESS - SSCI(Q1),#N/A,9.99,#N/A
ENVIRONMENTAL POLLUTION,ENVIRONMENTAL SCIENCES - SCIE(Q1),8.9,9.99,-1.088
Chemical Science,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",8.4,9.97,-1.569
Aging and Disease,GERIATRICS & GERONTOLOGY - SCIE(Q1),7.4,9.97,-2.568
JOURNAL OF COLLOID AND INTERFACE SCIENCE,"CHEMISTRY, PHYSICAL - SCIE(Q1)",9.9,9.97,-0.065
JOURNAL OF ECONOMIC PERSPECTIVES,ECONOMICS - SSCI(Q1),#N/A,9.94,#N/A
Advances in Virus Research,VIROLOGY - SCIE(Q1),#N/A,9.94,#N/A
CEMENT & CONCRETE COMPOSITES,"MATERIALS SCIENCE, COMPOSITES - SCIE(Q1); CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1)",10.5,9.93,0.57
Frontiers of Medicine,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); ONCOLOGY - SCIE(Q1)",8.1,9.93,-1.827
LEADERSHIP QUARTERLY,"PSYCHOLOGY, APPLIED - SSCI(Q1); MANAGEMENT - SSCI(Q1)",#N/A,9.92,#N/A
CHAOS SOLITONS & FRACTALS,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); PHYSICS, MATHEMATICAL - SCIE(Q1); PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",7.8,9.92,-2.122
Materials Today Advances,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",10,9.92,0.082
JHEP Reports,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),8.3,9.92,-1.617
HYPERTENSION,PERIPHERAL VASCULAR DISEASE - SCIE(Q1),8.3,9.9,-1.597
Stroke and Vascular Neurology,CLINICAL NEUROLOGY - SCIE(Q1),5.9,9.89,-3.993
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,"BUSINESS - SSCI(Q1); ENGINEERING, INDUSTRIAL - SCIE(Q1); MANAGEMENT - SSCI(Q1)",10.5,9.89,0.615
Translational Neurodegeneration,NEUROSCIENCES - SCIE(Q1),12.6,9.88,2.717
JOURNAL OF PATHOLOGY,ONCOLOGY - SCIE(Q1); PATHOLOGY - SCIE(Q1),7.3,9.88,-2.583
COMPOSITES SCIENCE AND TECHNOLOGY,"MATERIALS SCIENCE, COMPOSITES - SCIE(Q1)",9.1,9.88,-0.779
Social Issues and Policy Review,"PSYCHOLOGY, SOCIAL - SSCI(Q1); SOCIAL ISSUES - SSCI(Q1)",#N/A,9.86,#N/A
European Journal of Psychology Applied to Legal Context,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1); LAW - SSCI(Q1)",#N/A,9.85,#N/A
Finance Research Letters,"BUSINESS, FINANCE - SSCI(Q1)",#N/A,9.85,#N/A
Physics of Life Reviews,BIOLOGY - SCIE(Q1); BIOPHYSICS - SCIE(Q1),11.7,9.83,1.867
Journal of Hospitality Marketing & Management,"BUSINESS - SSCI(Q1); MANAGEMENT - SSCI(Q1); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",#N/A,9.82,#N/A
ECOLOGICAL MONOGRAPHS,ECOLOGY - SCIE(Q1),6.1,9.81,-3.714
Blood Cancer Journal,HEMATOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q1),12.8,9.81,2.988
IEEE Computational Intelligence Magazine,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",9,9.81,-0.809
Current Opinion in Food Science,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),9.9,9.8,0.1
JOURNAL OF POWER SOURCES,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); ENERGY & FUELS - SCIE(Q1); ELECTROCHEMISTRY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1)",9.2,9.79,-0.594
ENDOSCOPY,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1); SURGERY - SCIE(Q1),9.3,9.78,-0.476
CANCER LETTERS,ONCOLOGY - SCIE(Q1),9.7,9.76,-0.056
JOURNAL OF MANAGEMENT STUDIES,BUSINESS - SSCI(Q1); MANAGEMENT - SSCI(Q1),#N/A,9.72,#N/A
Current Climate Change Reports,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),9.5,9.71,-0.211
Cold Spring Harbor Perspectives in Biology,CELL BIOLOGY - SCIE(Q1),7.2,9.71,-2.508
PEDIATRICS,PEDIATRICS - SCIE(Q1),8,9.7,-1.703
Immunity & Ageing,IMMUNOLOGY - SCIE(Q1); GERIATRICS & GERONTOLOGY - SCIE(Q1),7.9,9.7,-1.801
Annual Review of Chemical and Biomolecular Engineering,"CHEMISTRY, APPLIED - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1)",8.4,9.7,-1.3
MOVEMENT DISORDERS,CLINICAL NEUROLOGY - SCIE(Q1),8.6,9.7,-1.098
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1)",7.7,9.69,-1.985
Cell Death & Disease,CELL BIOLOGY - SCIE(Q1),9,9.69,-0.685
LAB ANIMAL,VETERINARY SCIENCES - SCIE(Q1),6.9,9.67,-2.767
NEURAL NETWORKS,"NEUROSCIENCES - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",7.8,9.66,-1.857
Photoacoustics,"ENGINEERING, BIOMEDICAL - SCIE(Q1); INSTRUMENTS & INSTRUMENTATION - SCIE(Q1); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",7.9,9.66,-1.756
Health Psychology Review,"PSYCHOLOGY, CLINICAL - SSCI(Q1)",#N/A,9.64,#N/A
JOURNAL OF POLITICAL ECONOMY,ECONOMICS - SSCI(Q1),#N/A,9.64,#N/A
ACS Sensors,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); CHEMISTRY, ANALYTICAL - SCIE(Q1)",8.9,9.62,-0.718
PLOS BIOLOGY,BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),9.8,9.59,0.207
ARTIFICIAL INTELLIGENCE REVIEW,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",12,9.59,2.412
Journal of Neuroinflammation,NEUROSCIENCES - SCIE(Q1); IMMUNOLOGY - SCIE(Q1),9.3,9.59,-0.287
Cell and Bioscience,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),7.5,9.58,-2.084
MICROBES AND INFECTION,INFECTIOUS DISEASES - SCIE(Q1); MICROBIOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q1),5.8,9.57,-3.77
European Respiratory Review,RESPIRATORY SYSTEM - SCIE(Q1),7.5,9.55,-2.053
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,"TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q1); ENGINEERING, CIVIL - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",8.5,9.55,-1.051
Advances in Nano Research,"NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",5.7,9.54,-3.839
JACC-Basic to Translational Science,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),9.7,9.53,0.169
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1),7.6,9.52,-1.924
Science Signaling,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); CELL BIOLOGY - SCIE(Q1),7.3,9.52,-2.217
JOURNAL OF MANUFACTURING SYSTEMS,"ENGINEERING, MANUFACTURING - SCIE(Q1); ENGINEERING, INDUSTRIAL - SCIE(Q1); OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1)",12.1,9.5,2.602
JCI Insight,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",8,9.48,-1.484
Environmental Science-Nano,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2)",7.3,9.47,-2.173
RESEARCH POLICY,MANAGEMENT - SSCI(Q1),#N/A,9.47,#N/A
BRITISH JOURNAL OF PHARMACOLOGY,PHARMACOLOGY & PHARMACY - SCIE(Q1),7.3,9.47,-2.173
Journal of Sustainable Tourism,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI(Q1)",#N/A,9.47,#N/A
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,"ENGINEERING, MANUFACTURING - SCIE(Q1); MATERIALS SCIENCE, COMPOSITES - SCIE(Q1)",8.7,9.46,-0.763
Journal of Service Management,MANAGEMENT - SSCI(Q1),#N/A,9.45,#N/A
npj Climate and Atmospheric Science,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),9,9.45,-0.448
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,"SPECTROSCOPY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q1)",6.1,9.45,-3.347
GENOME RESEARCH,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); GENETICS & HEREDITY - SCIE(Q1),7,9.44,-2.438
Gut Microbes,MICROBIOLOGY - SCIE(Q1); GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),12.2,9.43,2.766
JOURNAL OF NANOBIOTECHNOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2),10.2,9.43,0.771
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2)",8.6,9.42,-0.823
MATERIALS & DESIGN,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",8.4,9.42,-1.017
SERVICE INDUSTRIES JOURNAL,MANAGEMENT - SSCI(Q1),#N/A,9.41,#N/A
npj Vaccines,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); IMMUNOLOGY - SCIE(Q1)",9.2,9.4,-0.199
Psychological Trauma-Theory Research Practice and Policy,"PSYCHIATRY - SSCI(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",#N/A,9.4,#N/A
CURRENT OPINION IN PLANT BIOLOGY,PLANT SCIENCES - SCIE(Q1),9.5,9.4,0.104
Environmental Innovation and Societal Transitions,ENVIRONMENTAL SCIENCES - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),7.2,9.38,-2.177
JOURNAL OF CLINICAL ANESTHESIA,ANESTHESIOLOGY - SCIE(Q1),6.7,9.38,-2.675
Industrial and Organizational Psychology-Perspectives on Science and Practice,"PSYCHOLOGY, APPLIED - SSCI(Q1)",#N/A,9.38,#N/A
Environmental Science and Ecotechnology,ENVIRONMENTAL SCIENCES - SCIE(Q1); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE(Q1),12.6,9.37,3.229
AMERICAN JOURNAL OF TRANSPLANTATION,TRANSPLANTATION - SCIE(Q1); SURGERY - SCIE(Q1),8.8,9.37,-0.569
Water Research X,"ENGINEERING, ENVIRONMENTAL - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); WATER RESOURCES - SCIE(Q1)",7.5,9.37,-1.865
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,MANAGEMENT - SSCI(Q1),#N/A,9.36,#N/A
Wiley Interdisciplinary Reviews-RNA,CELL BIOLOGY - SCIE(Q1),7.3,9.35,-2.049
Annual Review of Genomics and Human Genetics,GENETICS & HEREDITY - SCIE(Q1),8.7,9.34,-0.64
DIABETES,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),7.7,9.34,-1.637
ULTRASONICS SONOCHEMISTRY,"ACOUSTICS - SCIE(Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",8.4,9.34,-0.936
Annual Review of Nutrition,NUTRITION & DIETETICS - SCIE(Q1),8.9,9.32,-0.423
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q1)",7.4,9.32,-1.922
International Journal of Contemporary Hospitality Management,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1); MANAGEMENT - SSCI(Q1)",#N/A,9.32,#N/A
Research Synthesis Methods,MULTIDISCIPLINARY SCIENCES - SCIE(Q1); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q1),9.8,9.31,0.492
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),8.2,9.31,-1.106
npj Parkinsons Disease,NEUROSCIENCES - SCIE(Q1),8.7,9.3,-0.604
Obesity,NUTRITION & DIETETICS - SCIE(Q1); ENDOCRINOLOGY & METABOLISM - SCIE(Q1),6.9,9.3,-2.398
CRITICAL CARE MEDICINE,CRITICAL CARE MEDICINE - SCIE(Q1),8.8,9.3,-0.496
Asian Journal of Pharmaceutical Sciences,PHARMACOLOGY & PHARMACY - SCIE(Q1),10.2,9.27,0.927
Advances in Agronomy,AGRONOMY - SCIE(Q1),#N/A,9.27,#N/A
Materials Today Energy,"CHEMISTRY, PHYSICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",9.3,9.26,0.043
ENERGY ECONOMICS,ECONOMICS - SSCI(Q1),#N/A,9.25,#N/A
CANCER AND METASTASIS REVIEWS,ONCOLOGY - SCIE(Q1),9.2,9.24,-0.037
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",8.9,9.24,-0.335
FOOD CHEMISTRY,"NUTRITION & DIETETICS - SCIE(Q1); FOOD SCIENCE & TECHNOLOGY - SCIE(Q1); CHEMISTRY, APPLIED - SCIE(Q1)",8.8,9.23,-0.431
